Organization Name,Organization Name URL,Estimated Revenue Range,Industries,CB Rank (Company),Description,Operating Status,Founded Date,Company Type,Exit Date,Twitter,Number of Articles,Hub Tags,Number of Lead Investments,LinkedIn,Actively Hiring,Facebook,Investor Type,Number of Sub-Orgs,Contact Email,Investment Stage,Number of Investments,Headquarters Location,Phone Number,Full Description,Number of Exits (IPO),Website,Number of Portfolio Organizations,Industry Groups,Number of Exits,Last Funding Type,Number of Employees,Funding Status,Number of Founders,Last Funding Date,Last Equity Funding Type,Number of Funding Rounds,Valuation at IPO (in USD),Last Funding Amount (in USD),Last Equity Funding Amount (in USD),Total Equity Funding Amount (in USD),Total Funding Amount (in USD),Acquisition Status,Number of Lead Investors,Acquired by,Acquired by URL,Number of Acquisitions,Acquisition Type,Price (in USD),Announced Date,Money Raised at IPO (in USD),IPO Status,Last Layoff Mention Date,Growth Category,Last Leadership Hiring Date,IPO Date,Numeric Revenue Range,IPO Date - Founded Date,Exit Date - Founding Date,IPO Date - Last_Funding_Date,Valuation_at_IPO / Last_Funding,Valuation_at_IPO_per_Last_Equity_Funding,Valuation_at_IPO / Total_Funding,Valuation_at_IPO / Total_Equity_Funding,Money_Raised_at_IPO / Last_Funding,Money_Raised_at_IPO / Last_Equity_Funding,Money_Raised_at_IPO / Total_Funding,Money_Raised_at_IPO / Total_Equity_Funding,Total funding amount / number of employees,Numeric revenue range / number of employees,Last funding amount / number of employees,Last funding amount / ( ipo - founded date ),Total funding amount / (ipo - founded date),Number of funding rounds / (ipo - founde date),Numeric revenue amount / total number of employees * (IPO - founded date),ind_update,narrowed_industry,,Organization Name.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Number of Articles.1,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Number of Investments.1,Unnamed: 22,Unnamed: 23,Unnamed: 24,Number of Exits (IPO).1,Unnamed: 26,Number of Portfolio Organizations.1,Unnamed: 28,Number of Exits.1,Unnamed: 30,Number of Employees.1,Unnamed: 32,Number of Founders.1,Unnamed: 34,Unnamed: 35,Number of Funding Rounds.1,Valuation at IPO (in USD).1,Last Funding Amount (in USD).1,Last Equity Funding Amount (in USD).1,Total Equity Funding Amount (in USD).1,Total Funding Amount (in USD).1,Unnamed: 42,Number of Lead Investors.1,Unnamed: 44,Unnamed: 45,Number of Acquisitions.1,Unnamed: 47,Unnamed: 48,Unnamed: 49,Money Raised at IPO (in USD).1,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Adjusted Valuation According to Inflation,Numerical Revenue Range,IPO Date - Founded Date.1,Exit Date - Founding Date.1,IPO Date - Last_Funding_Date.1,Valuation_at_IPO / Last_Funding.1,Valuation_at_IPO_per_Last_Equity_Funding.1,Valuation_at_IPO / Total_Funding.1,Valuation_at_IPO / Total_Equity_Funding.1,Money_Raised_at_IPO / Last_Funding.1,Money_Raised_at_IPO / Last_Equity_Funding.1,Money_Raised_at_IPO / Total_Funding.1,Money_Raised_at_IPO / Total_Equity_Funding.1,Total funding amount / number of employees.1,Numeric revenue range / number of employees.1,Last funding amount / number of employees.1,Last funding amount / ( ipo - founded date ).1,Total funding amount / (ipo - founded date).1,Number of funding rounds / (ipo - founde date).1,IPO - last learship hiring date,Numeric revenue amount / total number of employees * (IPO - founded date).1,success
Evergage,https://www.crunchbase.com/organization/evergage,$10M to $50M,"A/B Testing, Analytics, Big Data, E-Commerce, Personalization","36,181",Evergage provides a platform that helps digital marketers increase engagement and conversions through real-time 1:1 personalization.,Closed,2010,For Profit,2020,http://twitter.com/evergage,56,,,http://www.linkedin.com/company/evergage,,http://www.facebook.com/Evergage,,,info@evergage.com,,,"Somerville, Massachusetts, United States",1(888)310-0589,"Only Evergage’s real-time personalization platform delivers The Power of 1, enabling digital marketers to transform the dream of 1:1 customer engagement into reality. Combining in-depth behavioral analytics with customer data, Evergage provides the one platform you need to systematically understand and interact with each person that visits your site or uses your app – one at a time, “in the moment” and at scale – to deliver a maximally relevant, individualized experience. Personalization is the future of digital marketing, and we believe it should be easy for marketers – without the need for developers or IT – to understand their audiences and respond in real time with the most engaging experiences and the most relevant recommendations. Our customers delight their visitors, prospects and customers every day, building valuable relationships that lead to greater revenues and customer loyalty. Evergage has delivered personalized experiences to more than 2 billion web visitors and users of over 150 organizations, including Academy Sports+Outdoors, Endurance International Group, Intuit, Publishers Clearing House, Rue La La, Zumiez and more. Founded in 2010 and based in Somerville, MA, Evergage is a two-time winner in the Golden Bridge Awards, Stevie American Business Awards, Best in Biz Awards and MITX Awards; a two-time BostInno “50 on Fire” finalist; and a TechCrunch Disrupt finalist.",,http://www.evergage.com,,"Commerce and Shopping, Data and Analytics",,Series C,76,M&A,2,2017,Series C,5,,10000000,10000000,26250000,26250000,"Made Acquisitions, Was Acquired",2,Salesforce,https://www.crunchbase.com/organization/salesforce,1,Acquisition,,2020,,Private,,,,,30000000,,10,,,,,,,,,,345394.7368,394736.8421,131578.9474,,,,,"Personalization, E-Commerce, Big Data",Consumer Goods & Retail,,Black Diamond Therapeutics,,,,,,,,,,,46,,,,,,,,,,1,,,,,,1,,,,176,,5,,,5,651000000,75000000,75000000,272100000,272100000,,4,,,,,,,231300000,,,,,,691750386.4,30000000,3,3,-3,8.68,8.68,2.392502756,2.392502756,3.084,3.084,0.850055127,0.850055127,1546022.727,170454.5455,426136.3636,25000000,90700000,1.666666667,,56818.18182,Yes
Springpath,https://www.crunchbase.com/organization/springpath-inc,$10M to $50M,"Data Center, Enterprise Software, Information Technology, Software, Virtualization","36,200",Springpath is hyperconvergence software that turns standard servers of choice into a single pool of compute and storage resources.,Closed,2012,For Profit,2017,http://twitter.com/springpathinc,13,,,http://www.linkedin.com/company/springpath,,https://www.facebook.com/springpath,,,info@springpathinc.com,,,"Sunnyvale, California, United States",1(669) 777-3800,"Springpath launches the industry’s first software-defined data platform that addresses virtualized, compute as well as emerging container environments. Based on the patent-pending Hardware Agnostic Log-structure Objects (HALO) architecture, the Springpath Data Platform is built from the ground up to deliver elastic scaling, simple autonomous management, and a complete enterprise-grade feature set, while running on standard servers—empowering enterprises of all sizes to achieve an Independent IT Infrastructure. Data centers benefit from silo-free environments and enable businesses to stay agile and meet market demands.",,http://springpathinc.com/,,"Hardware, Information Technology, Software",,Series C,76,M&A,2,2016,Series C,3,,,,43000000,43000000,Was Acquired,2,Cisco,https://www.crunchbase.com/organization/cisco,,Acquisition,320000000,2017,,Private,,,,,30000000,,5,,,,,,,,,,565789.4737,394736.8421,,,,,,"Software, Enterprise Software, Virtualization",Technology & Software,,Akebia Therapeutics,,,,,,,,,,,138,,,,,,,,,,,,,,,,,,,,176,,2,,,8,302000000,37000000,151800000,305500000,442500000,,4,,,1,,,,100000000,,,,,,350866075.2,300000000,7,7,-10,8.162162162,1.989459816,0.682485876,0.988543372,2.702702703,0.658761528,0.225988701,0.327332242,2514204.545,1704545.455,210227.2727,5285714.286,63214285.71,1.142857143,,243506.4935,Yes
Zesty,https://www.crunchbase.com/organization/zestyapp,$1M to $10M,"Catering, Food Delivery, Logistics, Office Administration, Personal Health","36,269",Zesty specializes in providing regular office catering to companies.,Closed,2013,For Profit,2018,http://twitter.com/zestyapp,21,,,http://www.linkedin.com/company/hasty,,http://www.facebook.com/zestyapp,,,team@zesty.com,,,"San Francisco, California, United States",(800)439-9378,"Zesty provides regular office catering to companies in San Francisco and the Peninsula. Curated by in-house dietitians, Zesty works with hundreds of high quality Bay Area restaurants such as Nopalito, Dosa, Souvla, Woodhouse Fish Co., Little Star Pizza, Wise Sons, providing nutrition facts on every dish. Every meal is delivered by Zesty's own Catering Captains, offering all the reliability and service quality of an in-house caterer as well as the variety of dozens of cuisines. Zesty works with hundreds of companies including Salesforce, Twitch, Uber, Lyft, Github, Everlane and TechCrunch, serving breakfasts, lunches, dinners, happy hours and special events. Zesty is aiming to make a real impact on the world by significantly improving the health of employees. They start by empowering their own own team to live healthfully by offering a gym membership of your choice, on-site sports massage, bi-annual retreats, an open vacation policy...and a kombucha kegerator! They are proud to not just have a work hard, play hard attitude, but strive for first class execution in everything they do. They have raised over $20M in funding top Silicon Valley investors including Index Ventures, Founders Fund, Forerunner Ventures, SV Angel and Y Combinator. Their office building is located in the sunny Potrero Hill district of San Francisco.",,http://www.zesty.com,,"Administrative Services, Food and Beverage, Health Care, Transportation",,Series A,76,M&A,2,2015,Series A,2,,17000000,17000000,20700000,20700000,Was Acquired,1,Caviar,https://www.crunchbase.com/organization/caviar,,Acquisition,,2018,,Private,,,,,5500000,,5,,,,,,,,,,272368.4211,72368.42105,223684.2105,,,,,"Catering, Office Administration, Personal Health",Healthcare & Biotechnology,,Aurinia Pharmaceuticals,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,376,,3,,,7,,200000000,200000000,658461737,658461737,,6,,,1,,,,,,,,,,,300000000,3,3,-6,,,,,,,,,1751228.024,797872.3404,531914.8936,66666666.67,219487245.7,2.333333333,,265957.4468,Yes
Sapphire Energy,https://www.crunchbase.com/organization/sapphire-energy,$10M to $50M,"Biotechnology, Clean Energy, Energy, Solar","36,304","Sapphire Energy develops products and processes based on photosynthetic microorganisms, and uses sunlight and CO2 as their feedstock.",Closed,2007,For Profit,,http://twitter.com/SapphireEnergy,148,,,https://www.linkedin.com/company/sapphire-energy,,http://www.facebook.com/sapphireenergy,,,info@sapphireenergy.com,,,"San Diego, California, United States",(858) 768-4700,"San Diego-based Sapphire Energy is pioneering an entirely new industry – Green Crude – production with the potential to profoundly change America’s energy and petrochemical landscape for the better. Sapphire’s products and processes in this category differ significantly from other forms of biofuel because they are made solely from photosynthetic microorganisms (algae and cyanobacteria), using sunlight and CO2 as their feedstock; are not dependent on food crops or valuable farmland; do not use potable water; do not result in biodiesel or ethanol; enhance and replace petroleum-based products; are compatible with existing infrastructure; and are low carbon, renewable and scalable. Sapphire has an R&D facility in Las Cruces, New Mexico, and is currently building the first Integrated Algal BioRefinery in Columbus, New Mexico.",,http://sapphireenergy.com,,"Biotechnology, Energy, Natural Resources, Science and Engineering, Sustainability",,Private Equity,76,Private Equity,5,2015,Private Equity,6,,92000000,92000000,322024000,376524000,,2,,,,,,,,Private,,,,,30000000,,,,,,,,,,,,4954263.158,394736.8421,1210526.316,,,,,"Energy, Clean Energy, Solar",Energy & Environmental Services,,Molecular Templates,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,176,,1,,,17,,9500000,9500000,331899994,397653924,,6,,,1,,,,,,,,,,,30000000,17,17,-7,,,,,,,,,2259397.295,170454.5455,53977.27273,558823.5294,23391407.29,1,,10026.73797,Yes
Centric Health Corp.,https://www.crunchbase.com/organization/centric-health-corp,,Health Care,"36,320",Centric Health Corp. operates as a provider of healthcare services.,Closed,2003,For Profit,2003,,3,,,https://www.linkedin.com/company/centric-health-management,,,,,info@centrichealth.ca,,,"Toronto, Ontario, Canada",800.265.9197,"Centric Health is focused on producing leading patient outcomes and delivering quality, innovation and sustainable value to patients, clients and stakeholders. Centric Health is uniquely positioned to meet growing healthcare needs in key markets, address capacity issues and reduce wait times. Our long-term strategy focuses on organically growing core high-margin business units with strong profitability and targeting select expansion opportunities to further our national reach in our core focus areas.",,http://www.centrichealth.ca/,,Health Care,,Post-IPO Debt,751,IPO,,2020,Post-IPO Equity,4,,29832617,5844460,7844460,58442279,Made Acquisitions,,,,3,,,,,Public,,,,2003,,0,0,-17,,,,,,,,,77819.27963,,39723.85752,,,,,Health Care,Healthcare & Biotechnology,,Shattuck Labs,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,176,,2,,,5,679330000,50000000,50000000,214618910,225019736,,1,,,,,,,202000000,,,,,,721853748.1,5500000,4,4,-3,13.5866,13.5866,3.018979633,3.165284923,4.04,4.04,0.897699036,0.941203177,1278521.227,31250,284090.9091,12500000,56254934,1.25,,7812.5,Yes
BlockFi,https://www.crunchbase.com/organization/blockfi-inc,$100M to $500M,"Bitcoin, Blockchain, Consumer Lending, Cryptocurrency, FinTech, Web3","36,373",BlockFi develops a blockchain-driven wealth management platform for crypto investors.,Closed,2017,For Profit,,https://www.twitter.com/blockfi,313,,2,https://www.linkedin.com/company/blockfi,,https://www.facebook.com/BlockFi,"Fund Of Funds, Startup Competition",1,support@blockfi.com,"Early Stage Venture, Non Equity Assistance",14,"Jersey City, New Jersey, United States",+1 646-779-9688,"BlockFi is a secured non-bank lender that offers USD loans to crypto-asset owners who collateralize the loan with their crypto-assets. Their products bring additional liquidity to the blockchain asset sector and meet the needs of both individuals and institutions holding blockchain assets. BlockFi holds clients' Bitcoin and Ether with a registered custodian and issues loans in USD to their bank accounts. Currently operating in beta launch, lending in 35 US states to retail investors and companies. BlockFi’s mission is to provide liquidity, transparency, and efficiency to digital financial markets by creating products that meet the needs of consumers and corporations across the globe. They leverage a sophisticated infrastructure that integrates with multiple blockchains, they plan to expand their product set based on their retail and institutional client's needs.",1,https://blockfi.com,13,"Blockchain and Cryptocurrency, Financial Services, Internet Services, Lending and Investments, Other, Payments, Software",1,Debt Financing,751,Late Stage Venture,2,2022,Series E,13,,400000000,500000000,952200000,1406200000,,13,,,,,,,,Private,2022,,2022,,300000000,,,,,,,,,,,,1872436.751,399467.3768,532623.1691,,,,,"Blockchain, Web3, FinTech",Technology & Software,,LifeSpeak,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,176,,1,,,5,,3682888,3682888,52762334,98850038,,3,,,4,,,,90000000,,,,,,,30000000,17,17,-3,,,,,24.43734374,24.43734374,0.91047006,1.705762296,561647.9432,170454.5455,20925.5,216640.4706,5814708.118,0.294117647,,10026.73797,Yes
Sense Biodetection,https://www.crunchbase.com/organization/sense-biodetection,,"Health Care, Health Diagnostics, Medical Device","36,400",Sense Biodetection is a molecular diagnostics company .,Closed,2014,For Profit,2023,,7,,,https://www.linkedin.com/company/sense-biodetection-ltd,,,,,nfo@sense-bio.com,,,"Abingdon, Oxfordshire, United Kingdom",,"Sense Biodetection Limited is a molecular diagnostics company focused on improving healthcare decisions and processes by developing novel, user-centred, handheld tests in the fields of infections and oncology.",,http://www.sense-bio.com/index.html,,Health Care,,Series B,76,M&A,2,2021,Series B,5,,15000000,15000000,79162837,81477098,Was Acquired,5,Sherlock Biosciences,https://www.crunchbase.com/organization/sherlock-biosciences,,Acquisition,,2023,,Private,,,2022,,,,9,,,,,,,,,,1072067.079,,197368.4211,,,,,"Health Care, Health Diagnostics, Medical Device",Healthcare & Biotechnology,,ICICI Lombard General Insurance,,,,,,,,,,,122,,,,,,,,,,3,,,,2,,3,,2,,10001,,,,,1,4486159283,295073260,,,295073260,,,,,1,,,,854506530,,,,,,5033430448,5500000000,16,16,-3,15.20354397,,15.20354397,,2.895913137,,2.895913137,,29504.37556,549945.0055,29504.37556,18442078.75,18442078.75,0.0625,,34371.56284,Yes
Mobile Doorman,https://www.crunchbase.com/organization/mobile-doorman,$1M to $10M,"Mobile Apps, Property Management, Real Estate, Software","36,427","Mobile Doorman is an apartment community apps, custom-branded to property's needs.",Closed,2014,For Profit,2021,https://twitter.com/doorman4mobile,17,,,https://www.linkedin.com/company/mobile-doorman,,https://www.facebook.com/doorman4mobile/,,,info@mobiledoorman.com,,,"Chicago, Illinois, United States",,"Mobile Doorman is an apartment community apps, custom-branded to property's needs. They believe in building needs to go beyond the web portal and connect with residents on their mobile devices.  After being frustrated with the ability to use their smartphones to interact with their building managers, they created an app that does just that. Their app is customizable, both in terms of branding and features for each building they serve. The company was founded in 2014 and is headquartered in Chicago, Illinois.",,https://www.mobiledoorman.com/,,"Apps, Mobile, Real Estate, Software",,Venture - Series Unknown,31,M&A,1,2020,Venture - Series Unknown,5,,8880015,8880015,18280015,18280015,Was Acquired,2,Zego,https://www.crunchbase.com/organization/casaiq,,Acquisition,,2021,,Private,,,,,5500000,,7,,,,,,,,,,589677.9032,177419.3548,286452.0968,,,,,"Mobile Apps, Property Management, Software",Technology & Software,,Pharvaris,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,76,,5,,,5,636780000,300000000,300000000,532287335,532287335,,5,,,,,,,165400000,,,,,,667866132.7,,6,6,-2,2.1226,2.1226,1.196308757,1.196308757,0.551333333,0.551333333,0.310734427,0.310734427,7003780.724,,3947368.421,50000000,88714555.83,0.833333333,,,Yes
KAHR medical,https://www.crunchbase.com/organization/kahr-medical,$1M to $10M,"Biotechnology, Medical, Pharmaceutical","36,520",KAHR Medical develops novel fusion protein pharmaceuticals for the treatment of cancer and autoimmune diseases.,Closed,2005,For Profit,,,4,,,https://www.linkedin.com/company/kahr-medical-ltd-/about/,,,,,info@kahr-medical.com,,,"Jerusalem, Yerushalayim, Israel",97246392752,"KAHR Medical (""KAHR"") is pioneering the development of ""third generation biological drugs,"" a unique class of proprietary fusion-protein molecules with clear and far-reaching advantages. KAHR's technology represents a paradigm shift in protein-based pharmaceuticals that will significantly expand available treatment options for cancer and autoimmune disorders.",,https://kahrbio.com,,"Biotechnology, Health Care, Science and Engineering",,Venture - Series Unknown,6,,,2022,Venture - Series Unknown,10,,12500000,12500000,101450000,101450000,,3,,,,,,,,Private,,,,,5500000,,,,,,,,,,,,16908333.33,916666.6667,2083333.333,,,,,"Biotechnology, Medical, Pharmaceutical",Healthcare & Biotechnology,,Hookipa Pharma,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,176,,5,,,9,302000000,14442077,14442077,284147959,288726431,,6,,,,,,,84000000,,,,,,324794681.3,30000000,8,8,-4,20.91111964,20.91111964,1.045972823,1.062826568,5.816337913,5.816337913,0.290932838,0.295620635,1640491.085,170454.5455,82057.25568,1805259.625,36090803.88,1.125,,21306.81818,Yes
DinMo,https://www.crunchbase.com/organization/dinmo,,Software,"36,534",DinMo is a modern Customer Data Platform for non technical teams that can be live in minutes,Closed,2022,For Profit,,,1,,,https://www.linkedin.com/company/dinmo-io/,,https://www.facebook.com/dinmo.io,,,hello@dinmo.io,,,"Paris, Ile-de-France, France",,DinMo is the most flexible customer data platform (CDP) for nontechnical teams. DinMo is on a mission to democratize access to CDP capabilities thanks to its modular approach. Our technology sits on your datawarehouse. We only read it to avoid duplicating data and therefore comply with local privacy laws by giving complete control to our customers.,,https://www.dinmo.io/,,Software,,Pre-Seed,31,Seed,1,2022,Pre-Seed,1,,1649756,1649756,1649757,1649757,,1,,,,,,,,Private,,,,,,,,,,,,,,,,,53217.96774,,53217.93548,,,,,Software,Technology & Software,,Turning Point Therapeutics,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,376,,2,,,8,533772000,460000000,460000000,1180709731,1180709731,,5,,,,,,,166500000,,,,,,574060617.9,300000000,6,6,-1,1.160373913,1.160373913,0.452077243,0.452077243,0.361956522,0.361956522,0.141016878,0.141016878,3140185.455,797872.3404,1223404.255,76666666.67,196784955.2,1.333333333,,132978.7234,Yes
Voxel8,https://www.crunchbase.com/organization/voxel8,$1M to $10M,"3D Printing, 3D Technology, Apparel, Manufacturing, Printing","36,544",Voxel8 offers digital manufacturing technology designed for footwear and apparel.,Closed,2014,For Profit,2021,,16,,,https://www.linkedin.com/company/voxel8,,,,,info@voxel8.com,,,"Somerville, Massachusetts, United States",+972.3.5800,"Voxel8 has developed a unique digital 3D printing technology that can zonally tune the mechanical properties of textiles, add 3D embellishments and aesthetic features.  The technology is broadly applicable in textile applications from footwear uppers, apparel  (bras, gloves, leggings), medical (orthotic braces, wearables), wall coverings, seat covers, branded goods and fashion articles.     Key benefits of the technology are the ability to customize each individual print, tailoring the performance and aesthetic of the textile to the individual or application. Voxel8 uses an additive process (less waste) and have developed a 65 % bio-based material set to further reduce the carbon footprint.  They can impact the functional performance of textiles making them more abrasion resistant, adding support or impact resistance, cushioning elements  or grip features. At the same time they can digitally add 3D embellishments and color. The technology was developed in Professor Jennifer Lewis' Lab at the School of Engineering and Applied Sciences at Harvard  University.",,http://voxel8.com,,"Clothing and Apparel, Content and Publishing, Hardware, Manufacturing, Media and Entertainment, Software",,Debt Financing,31,M&A,5,2021,Series B,5,,,,12000000,12050000,Was Acquired,3,Kornit Digital,https://www.crunchbase.com/organization/kornit-digital,,Acquisition,,2021,,Private,,,,,5500000,,7,,,,,,,,,,388709.6774,177419.3548,,,,,,"Manufacturing, Apparel, 3D Technology",Manufacturing & Industrial,,Regulus Therapeutics,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,76,,,,,15,136521572,100000000,100000000,425899992,480899992,,3,,,,,,,45000000,,,,,,163516691.2,1000000,5,5,-12,1.36521572,1.36521572,0.283887657,0.320548426,0.45,0.45,0.093574549,0.105658607,6327631.474,13157.89474,1315789.474,20000000,96179998.4,3,,2631.578947,Yes
